"STUDIEJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","TYPE_HOGER_ONDERWIJS","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","OPLEIDINGSCODE_ACTUEEL","OPLEIDINGSNAAM_ACTUEEL","AANTAL_INSCHRIJVINGEN"
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","34145","B Business Studies",283
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",115
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","34641","B Sociaal-Juridische Dienstverlening",116
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","35516","B Creative Business",1003
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34116","B Social Work",466
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",688
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","30029","B International Business",1597
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34035","B Bedrijfskunde",852
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie",791
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",601
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34406","B Accountancy",427
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34419","B European Studies",1255
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34464","B Bestuurskunde/Overheidsmanagement",664
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34500","B Facility Management",635
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34609","B Human Resource Management",634
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","35520","B Finance & Control",934
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","35523","B Ondernemerschap & Retail Management",792
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","39205","B HBO - Rechten",2241
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","39268","B Integrale Veiligheidskunde",1157
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34040","B Sportkunde",651
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34116","B Social Work",1206
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","35158","B Pedagogiek",767
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34091","B Huidtherapie",562
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige",857
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34579","B Voeding en Dietetiek",916
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",428
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35025","B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding",950
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","30020","B HBO-ICT",1134
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","30038","B Ruimtelijke Ontwikkeling",215
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","30039","B Mens en Techniek",347
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","34092","B Communication and Multimedia Design",735
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","34263","B Bouwkunde",456
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","34275","B Chemische Technologie",210
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","34279","B Civiele Techniek",288
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","34389","B Industrieel Product Ontwerpen",622
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","44739","M Muziek",260
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49104","M Sonologie",18
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49105","M Opera",10
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49106","M Type and Media",12
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49114","M Master of Arts in Fine Art and Design",92
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49238","M Interieurarchitectuur",21
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","44103","M Educational Needs",60
"2020","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","27PZ","Hogeschool Inholland","ONDERWIJS","n.v.t. (onderwijs)","44135","M Leren en Innoveren",48
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","associate degree","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","80011","Ad Management in de Zorg",59
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","associate degree","21RI","Hogeschool Leiden","ONDERWIJS","n.v.t. (onderwijs)","80045","Ad Onderwijsondersteuner Gezondheidszorg en Welzijn",12
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","associate degree","21RI","Hogeschool Leiden","ONDERWIJS","n.v.t. (onderwijs)","80060","Ad Onderwijsondersteuner Omgangskunde",13
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie",986
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",497
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ECONOMIE","n.v.t. (economie)","34609","B Human Resource Management",470
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ECONOMIE","n.v.t. (economie)","34641","B Sociaal-Juridische Dienstverlening",426
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ECONOMIE","n.v.t. (economie)","39205","B HBO - Rechten",1043
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34507","B Toegepaste Psychologie",786
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34608","B Sociaal Werk",1080
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34538","B Management in de Zorg",56
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige",1533
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34570","B Opleiding tot Fysiotherapeut",560
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34644","B Vaktherapie",305
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",1625
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","34940","B Docent Dans",33
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39112","B Docent Muziek",24
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","n.v.t. (onderwijs)","35388","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn",100
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","n.v.t. (onderwijs)","35421","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde",140
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","TECHNIEK","n.v.t. (techniek)","34396","B Chemie",396
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","TECHNIEK","n.v.t. (techniek)","34397","B Biologie en Medisch Laboratoriumonderzoek",931
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","TECHNIEK","n.v.t. (techniek)","34479","B Informatica",1018
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","TECHNIEK","n.v.t. (techniek)","39215","B Bio-informatica",274
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","master","21RI","Hogeschool Leiden","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","40019","M Jeugdzorg",33
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","master","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","45288","M Fysiotherapie en Wijkgerichte Beweegzorg",9
"2020","Zuid-Holland","0546","Leiden","reguliere inst.","master","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","49246","M Advanced Nursing Practice",98
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","80008","Ad Accountancy",240
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","80035","Ad Crossmediale Communicatie",471
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","80080","Ad Ondernemen",452
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","80113","Ad Management",453
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","80126","Ad Sales en Accountmanagement",69
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80090","Ad Sociaal Financiele Dienstverlening",48
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80142","Ad Pedagogisch Educatief Professional",229
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","80011","Ad Management in de Zorg",117
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","80167","Ad Educatief Professional Beroepsonderwijs",23
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","80078","Ad Arts & Crafts",95
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","80079","Ad Maintenance & Mechanics",45
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","80083","Ad ICT Service Management",220
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","80091","Ad Engineering",206
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","80121","Ad Integraal Bouwmanagement",146
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","80133","Ad Logistiek Management",410
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","80155","Ad ICT Internet of Things",43
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","80065","Ad Finance & Control",96
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","14NI","Codarts, Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","34940","B Docent Dans",72
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","14NI","Codarts, Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39112","B Docent Muziek",96
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","14NI","Codarts, Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34128","B Circus Arts",57
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","14NI","Codarts, Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34739","B Muziek",498
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","14NI","Codarts, Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34798","B Dans",115
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","30029","B International Business",3296
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","34035","B Bedrijfskunde",1278
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie",2680
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",684
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","34406","B Accountancy",597
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","34500","B Facility Management",419
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","34609","B Human Resource Management",714
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","35517","B Finance, Tax and Advice",619
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","35520","B Finance & Control",1094
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","35521","B Leisure & Events Management",496
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","35522","B Logistics Management",707
"2020","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","35523","B Ondernemerschap & Retail Management",879
