"BEVOEGD_GEZAG_CODE","BEVOEGD_GEZAG_NAAM","INSTELLINGSCODE","INSTELLINGSNAAM","VESTIGINGSCODE","VESTIGINGSNAAM","GEMEENTENAAM","PLAATSNAAM","ERKENDEOPLEIDINGSCODE","INSTROOM_EINDDATUM","OPLEIDINGSEENHEIDCODE","EIGEN_OPLEIDINGSEENHEIDSLEUTEL","OPLEIDINGSEENHEID_NAAM","OPLEIDINGSEENHEID_INTERNATIONALE_NAAM","OPLEIDINGSEENHEID_SOORT","STUDIELAST","STUDIELASTEENHEID","NIVEAU","GRAAD","GRAADTOEVOEGING","ISCED","NLQF","EQF","VORM","ONDERDEEL","SUBONDERDEEL","BEKOSTIGINGSNIVEAU","GRONDSLAG_STUDIELAST","BEROEPSEISEN","OPLEIDINGSERKENNINGSKADER","INTENSIEFPROGRAMMA","BEKOSTIGINGSCODE","AANVULLENDE_EISEN","BEKOSTIGINGSDUUR","VESTIGINGSLICENTIE_BEGINDATUM","VESTIGINGSLICENTIE_EINDDATUM","ACCREDITATIE_BESLUITDATUM","ACCREDITATIE_BEGINDATUM","ACCREDITATIE_VERVALDATUM","ACCREDITATIE_AFBOUWDATUM","ACCREDITATIE_INLEVERDATUM","ACCREDITATIE_VOORWAARDENDATUM","ACCREDITATIE_INTREKKINGSDATUM","ACCREDITATIE_UITSTELDATUM","ACCREDITATIE_UITSTELREDEN","SAMENWERKENDEINSTELLINGEN"
"90283","NCOI Holding B.V.","28DU","Pro Education B.V.","28DU10","Pro Education B.V.; Zwolle","Zwolle","ZWOLLE","34579",,"1001O8852",,"Voeding en Diëtetiek",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",,"6","6","DEELTIJD","GEZONDHEIDSZORG",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2023-09-01,,2024-08-07,2024-08-07,,,2030-05-01,,,,,
"21423","Stichting Opleidingen Musculoskeletale Therapie","28DW","Stichting Opleidingen Musculoskeletale Therapie","28DW01","SOMT; Amersfoort","Amersfoort","AMERSFOORT","56946",,"1001O6130",,"Physiotherapy and Rehabilitation sciences","Physiotherapy and Rehabilitation sciences","OPLEIDING",180,"ECTS_PUNT","WO-BA","BACHELOR","OF_SCIENCE",,"6","6","VOLTIJD","GEZONDHEIDSZORG",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2015-07-31,,2023-02-16,2023-02-16,,,2027-11-01,,,,,
"21423","Stichting Opleidingen Musculoskeletale Therapie","28DW","Stichting Opleidingen Musculoskeletale Therapie","28DW01","SOMT; Amersfoort","Amersfoort","AMERSFOORT","70059",,"1001O7879",,"Bekkenfysiotherapie","Pelvic Physiotherapy","OPLEIDING",90,"ECTS_PUNT","HBO-PM","MASTER","OF_SCIENCE",,"7","7","DEELTIJD","GEZONDHEIDSZORG",,,"INSTELLING","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2021-08-06,,2025-01-07,,,,2030-11-01,,,,,
"21423","Stichting Opleidingen Musculoskeletale Therapie","28DW","Stichting Opleidingen Musculoskeletale Therapie","28DW01","SOMT; Amersfoort","Amersfoort","AMERSFOORT","70072",,"1001O7895",,"Manuele Therapie","Manual Therapy","OPLEIDING",90,"ECTS_PUNT","HBO-PM","MASTER","OF_SCIENCE",,"7","7","DEELTIJD","GEZONDHEIDSZORG",,,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2021-07-26,,2025-01-07,,,,2030-11-01,,,,,
"21423","Stichting Opleidingen Musculoskeletale Therapie","28DW","Stichting Opleidingen Musculoskeletale Therapie","28DW01","SOMT; Amersfoort","Amersfoort","AMERSFOORT","70136",,"1001O7988",,"Sportfysiotherapie","Sports Physiotherapy","OPLEIDING",90,"ECTS_PUNT","HBO-PM","MASTER","OF_SCIENCE",,"7","7","DEELTIJD","GEZONDHEIDSZORG",,,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2021-08-06,,2025-01-07,,,,2030-11-01,,,,,
"21423","Stichting Opleidingen Musculoskeletale Therapie","28DW","Stichting Opleidingen Musculoskeletale Therapie","28DW01","SOMT; Amersfoort","Amersfoort","AMERSFOORT","70180",,"1001O8052",,"Fysiotherapie in de Geriatrie",,"OPLEIDING",90,"ECTS_PUNT","HBO-PM","MASTER","OF_SCIENCE",,"7","7","DEELTIJD","GEZONDHEIDSZORG",,,"INSTELLING","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2014-04-30,,2025-01-07,,,,2030-11-01,,,,,
"21423","Stichting Opleidingen Musculoskeletale Therapie","28DW","Stichting Opleidingen Musculoskeletale Therapie","28DW01","SOMT; Amersfoort","Amersfoort","AMERSFOORT","70211",,"1001O8087",,"Musculoskeletale Echografie voor Fysiotherapeuten","Musculoskeletal Ultrasound for Physiotherapists","OPLEIDING",60,"ECTS_PUNT","HBO-PM","MASTER","OF_SCIENCE",,"7","7","DEELTIJD","GEZONDHEIDSZORG",,,"INSTELLING","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2018-06-29,,2025-02-27,,,,2030-11-01,,,,,
"21423","Stichting Opleidingen Musculoskeletale Therapie","28DW","Stichting Opleidingen Musculoskeletale Therapie","28DW01","SOMT; Amersfoort","Amersfoort","AMERSFOORT","70232",,"1001O8877",,"Orofaciale Fysiotherapie",,"OPLEIDING",90,"ECTS_PUNT","HBO-PM","MASTER","OF_SCIENCE",,"7","7","DEELTIJD","GEZONDHEIDSZORG",,,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2023-09-01,,2023-08-28,2023-08-28,2029-08-28,,,,,,,
"21241","Action Learning Business School Europe B.V.","28DX","Business School Nederland","28DX00","Business School Nederland; Buren Gld","Buren","BUREN GLD","70053",,"1001O7868",,"Action Learning MBA","Action Learning MBA","OPLEIDING",65,"ECTS_PUNT","HBO-PM","MASTER","OF_BUSINESS_ADMINISTRATION",,"7","7","DEELTIJD","ECONOMIE",,,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2003-09-26,,2023-02-01,2023-02-01,,,2028-11-01,,,,,
"21241","Action Learning Business School Europe B.V.","28DX","Business School Nederland","28DX00","Business School Nederland; Buren Gld","Buren","BUREN GLD","70054",,"1001O7869",,"Executive MBA",,"OPLEIDING",65,"ECTS_PUNT","HBO-PM","MASTER","OF_BUSINESS_ADMINISTRATION",,"7","7","DEELTIJD","ECONOMIE",,,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2003-09-26,,2023-02-01,2023-02-01,,,2028-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35193",2026-09-01,"1001O4630",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-15,2024-02-15,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35193",2026-09-01,"1001O4630",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-15,2024-02-15,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35195",2026-09-01,"1001O4648",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-15,2024-02-15,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35195",2026-09-01,"1001O4648",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-15,2024-02-15,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35196",2026-09-01,"1001O4664",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-15,2024-02-15,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35196",2026-09-01,"1001O4664",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-15,2024-02-15,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35197",2026-09-01,"1001O4682",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35197",2026-09-01,"1001O4682",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35198",2025-09-01,"1001O4700",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,2030-09-01,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35198",2025-09-01,"1001O4700",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,2030-09-01,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35199",2026-09-01,"1001O4715",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-15,2024-02-15,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35199",2026-09-01,"1001O4715",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-15,2024-02-15,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35201",2026-09-01,"1001O4731",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35201",2026-09-01,"1001O4731",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35207",2026-09-01,"1001O4785",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Economie",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-25,2024-02-25,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35207",2026-09-01,"1001O4785",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Economie",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-25,2024-02-25,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35221",2025-09-01,"1001O4808",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,2030-09-01,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35221",2025-09-01,"1001O4808",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,2030-09-01,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35254",2026-09-01,"1001O4824",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35254",2026-09-01,"1001O4824",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35261",2026-09-01,"1001O4845",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35261",2026-09-01,"1001O4845",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35301",2026-09-01,"1001O4860",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-15,2024-02-15,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35301",2026-09-01,"1001O4860",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-15,2024-02-15,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35381",2026-09-01,"1001O4872",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Verzorging/Huishoudkunde",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-15,2024-02-15,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35381",2026-09-01,"1001O4872",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Verzorging/Huishoudkunde",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-15,2024-02-15,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35401",2026-09-01,"1001O4940",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Verzorging/Gezondheidskunde",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35401",2026-09-01,"1001O4940",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Verzorging/Gezondheidskunde",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35411",2026-09-01,"1001O4950",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","35411",2026-09-01,"1001O4950",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","39113",2026-09-01,"1001O5128",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in beeldende vorming",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DEELTIJD","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,,2029-11-01,,,,,
"30780","Stichting Saxion","29PY","Saxion Next","29PY00","Saxion Next; Deventer","Deventer","DEVENTER","39113",2026-09-01,"1001O5128",,"Opleiding tot leraar voortgezet onderwijs van de tweede graad in beeldende vorming",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_EDUCATION",,"6","6","DUAAL","ONDERWIJS",,,"WETTELIJK","BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2007-09-01,2030-09-01,2024-02-21,2024-02-21,,,2029-11-01,,,,,
"90283","NCOI Holding B.V.","29PZ","Hogeschool NCOI","29PZ01","Hogeschool NCOI; Eindhoven","Eindhoven","EINDHOVEN","30013",,"1001O2652",,"Organisatiepsychologie",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",,"6","6","DEELTIJD","GEDRAG_EN_MAATSCHAPPIJ",,,"WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2008-07-15,,2025-06-17,,,,2031-05-01,,,,,
"90283","NCOI Holding B.V.","29PZ","Hogeschool NCOI","29PZ01","Hogeschool NCOI; Eindhoven","Eindhoven","EINDHOVEN","30013",,"1001O2652",,"Organisatiepsychologie",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",,"6","6","DUAAL","GEDRAG_EN_MAATSCHAPPIJ",,,"WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2008-07-15,,2025-06-17,,,,2031-05-01,,,,,
"90283","NCOI Holding B.V.","29PZ","Hogeschool NCOI","29PZ01","Hogeschool NCOI; Eindhoven","Eindhoven","EINDHOVEN","30121",2024-09-01,"1001O2761",,"Sportmanagement",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",,"6","6","DEELTIJD","GEDRAG_EN_MAATSCHAPPIJ",,,"WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2016-07-29,2029-09-01,2022-03-31,2022-03-31,,2029-09-01,2027-11-01,2024-03-31,,,,
"90283","NCOI Holding B.V.","29PZ","Hogeschool NCOI","29PZ01","Hogeschool NCOI; Eindhoven","Eindhoven","EINDHOVEN","34035",,"1001O2801",,"Bedrijfskunde",,"OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",,"6","6","DEELTIJD","ECONOMIE",,,"WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",,2012-01-31,,2023-08-30,2023-08-30,,,2029-05-01,,,,,
