"STUDIEJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","TYPE_HOGER_ONDERWIJS","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","OPLEIDINGSCODE_ACTUEEL","OPLEIDINGSNAAM_ACTUEEL","AANTAL_EERSTEJAARS_INGESCHREVENEN"
"2020","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34331","B Biotechnologie",9
"2020","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34396","B Chemie",20
"2020","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34397","B Biologie en Medisch Laboratoriumonderzoek",40
"2020","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34421","B Technische Bedrijfskunde",51
"2020","Friesland","0080","Leeuwarden","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","35168","B Toegepaste Wiskunde",14
"2020","Friesland","0093","Terschelling","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34190","B Ocean Technology",18
"2020","Friesland","0093","Terschelling","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34384","B Maritiem Officier",69
"2020","Gelderland","0200","Apeldoorn","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","34411","B Hotel Management",150
"2020","Gelderland","0200","Apeldoorn","reguliere inst.","bachelor","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","39268","B Integrale Veiligheidskunde",70
"2020","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","80008","Ad Accountancy",17
"2020","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","80074","Ad Bedrijfskunde",38
"2020","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","80103","Ad Commerciele Economie",33
"2020","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","80136","Ad Juridisch medewerker",20
"2020","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","80148","Ad Logistiek",21
"2020","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80016","Ad Civiele Techniek Projectvoorbereiding en -realisatie",34
"2020","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80017","Ad Elektrotechniek",13
"2020","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80019","Ad Werktuigbouwkunde",15
"2020","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80020","Ad Technische Bedrijfskunde",-1
"2020","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80124","Ad Embedded Systems Engineering",7
"2020","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80125","Ad Bouwtechnisch Medewerker",-1
"2020","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80159","Ad Gebouwgebonden Installatietechniek",10
"2020","Gelderland","0202","Arnhem","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","80187","Ad Automotive",-1
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","30029","B International Business",216
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34035","B Bedrijfskunde",61
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie",75
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",78
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34406","B Accountancy",93
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","35517","B Finance, Tax and Advice",40
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","35520","B Finance & Control",52
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","35522","B Logistics Management",36
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","39205","B HBO - Rechten",119
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",79
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","30018","B Automotive",173
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","30020","B HBO-ICT",158
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34092","B Communication and Multimedia Design",213
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34263","B Bouwkunde",222
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34267","B Elektrotechniek",73
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34279","B Civiele Techniek",56
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34280","B Werktuigbouwkunde",90
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34389","B Industrieel Product Ontwerpen",60
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34421","B Technische Bedrijfskunde",63
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","34745","B Docent Theater",16
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","34940","B Docent Dans",22
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39100","B Docent Beeldende Kunst en Vormgeving",28
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34739","B Muziek",40
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34798","B Dans",20
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34860","B Theater",12
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39110","B Autonome Beeldende Kunst",30
"2020","Gelderland","0202","Arnhem","reguliere inst.","bachelor","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39111","B Vormgeving",99
"2020","Gelderland","0222","Doetinchem","reguliere inst.","associate degree","09OT","Iselinge Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80142","Ad Pedagogisch Educatief Professional",19
"2020","Gelderland","0222","Doetinchem","reguliere inst.","bachelor","09OT","Iselinge Hogeschool","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",140
"2020","Gelderland","0228","Ede","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","80080","Ad Ondernemen",15
"2020","Gelderland","0228","Ede","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80140","Ad Sociaal Werk",33
"2020","Gelderland","0228","Ede","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80146","Ad Pastoraal Werk",-1
"2020","Gelderland","0228","Ede","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","ONDERWIJS","leraar basisonderwijs","80142","Ad Pedagogisch Educatief Professional",18
"2020","Gelderland","0228","Ede","reguliere inst.","associate degree","25BA","Christelijke Hogeschool Ede","TECHNIEK","n.v.t. (techniek)","80083","Ad ICT Service Management",-1
"2020","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","34035","B Bedrijfskunde",116
"2020","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",71
"2020","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","34609","B Human Resource Management",25
"2020","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","34686","B Journalistiek",60
"2020","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34116","B Social Work",270
"2020","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","35146","B Theologie",31
"2020","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige",219
"2020","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",205
"2020","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","ONDERWIJS","n.v.t. (onderwijs)","35441","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst",-1
"2020","Gelderland","0228","Ede","reguliere inst.","bachelor","25BA","Christelijke Hogeschool Ede","TECHNIEK","n.v.t. (techniek)","30020","B HBO-ICT",45
"2020","Gelderland","0268","Nijmegen","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80140","Ad Sociaal Werk",53
"2020","Gelderland","0268","Nijmegen","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","80011","Ad Management in de Zorg",17
"2020","Gelderland","0268","Nijmegen","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","80142","Ad Pedagogisch Educatief Professional",17
"2020","Gelderland","0268","Nijmegen","reguliere inst.","associate degree","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","80045","Ad Onderwijsondersteuner Gezondheidszorg en Welzijn",6
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34035","B Bedrijfskunde",152
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie",230
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",180
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34406","B Accountancy",72
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34432","B Food and Business",122
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34500","B Facility Management",132
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","34609","B Human Resource Management",93
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","35520","B Finance & Control",58
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","35522","B Logistics Management",58
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","35523","B Ondernemerschap & Retail Management",184
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","39205","B HBO - Rechten",238
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34040","B Sportkunde",261
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34116","B Social Work",595
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34507","B Toegepaste Psychologie",171
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","35158","B Pedagogiek",255
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","30023","B Medische Hulpverlening",64
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34538","B Management in de Zorg",20
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige",730
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34570","B Opleiding tot Fysiotherapeut",181
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34574","B Opleiding voor Ergotherapie",95
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34576","B Mondzorgkunde",57
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34578","B Opleiding voor Logopedie",74
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34579","B Voeding en Dietetiek",168
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34644","B Vaktherapie",171
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",358
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35025","B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding",146
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35193","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits",28
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35195","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels",114
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35196","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans",9
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35197","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis",82
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35198","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands",27
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35199","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde",11
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35201","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde",27
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35207","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Economie",24
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35221","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde",28
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35261","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde",-1
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35301","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie",19
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","35388","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn",31
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","39218","B Learning and Development in Organisations",60
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","30020","B HBO-ICT",103
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34396","B Chemie",68
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","34397","B Biologie en Medisch Laboratoriumonderzoek",209
"2020","Gelderland","0268","Nijmegen","reguliere inst.","bachelor","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","39215","B Bio-informatica",26
