"DIPLOMAJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","SOORT_DIPLOMA","GESLACHT","AANTAL_GEDIPLOMEERDEN"
"2023","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",48
"2023","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",179
"2023","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",15
"2023","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",151
"2023","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",22
"2023","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",95
"2023","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","MAN",-1
"2023","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VROUW",52
"2023","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",214
"2023","Overijssel","0150","Deventer","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",104
"2023","Overijssel","0153","Enschede","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","MAN",-1
"2023","Overijssel","0153","Enschede","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","VROUW",-1
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","MAN",9
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","VROUW",6
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",410
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",529
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","MAN",-1
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VROUW",24
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",72
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",260
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",137
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",383
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","MAN",8
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","VROUW",50
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo associate degree","MAN",-1
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo associate degree","VROUW",20
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",17
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",67
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo master","MAN",10
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo master","VROUW",-1
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo associate degree","MAN",14
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo associate degree","VROUW",-1
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",611
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",252
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo master","MAN",20
"2023","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo master","VROUW",9
"2023","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","MAN",7
"2023","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VROUW",12
"2023","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","MAN",39
"2023","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VROUW",51
"2023","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","MAN",-1
"2023","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VROUW",11
"2023","Overijssel","0193","Zwolle","reguliere inst.","00IC","Hogeschool KPZ","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","MAN",-1
"2023","Overijssel","0193","Zwolle","reguliere inst.","00IC","Hogeschool KPZ","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VROUW",32
"2023","Overijssel","0193","Zwolle","reguliere inst.","00IC","Hogeschool KPZ","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",19
"2023","Overijssel","0193","Zwolle","reguliere inst.","00IC","Hogeschool KPZ","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",96
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo associate degree","MAN",70
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo associate degree","VROUW",94
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",586
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",465
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","MAN",49
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VROUW",125
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",108
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",350
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","MAN",-1
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","VROUW",-1
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",59
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",331
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","MAN",-1
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","VROUW",17
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",21
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",92
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","MAN",13
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","VROUW",61
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","MAN",5
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","VROUW",-1
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","MAN",226
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VROUW",234
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo master","MAN",12
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","hbo master","VROUW",22
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","hbo master","VROUW",-1
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","SECTOROVERSTIJGEND","sectoroverstijgend","hbo bachelor","MAN",16
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","SECTOROVERSTIJGEND","sectoroverstijgend","hbo bachelor","VROUW",55
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","hbo associate degree","MAN",42
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","hbo associate degree","VROUW",5
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",636
"2023","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",93
"2023","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",25
"2023","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",78
"2023","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","MAN",-1
"2023","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","VROUW",13
"2023","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",13
"2023","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",179
"2023","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",19
"2023","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",99
"2023","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","MAN",-1
"2023","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","VROUW",14
"2023","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","MAN",29
"2023","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VROUW",35
"2023","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","MAN",-1
"2023","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","VROUW",15
"2023","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo associate degree","MAN",-1
"2023","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo associate degree","VROUW",9
"2023","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","MAN",38
"2023","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VROUW",82
"2023","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","MAN",-1
"2023","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VROUW",17
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo associate degree","MAN",87
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo associate degree","VROUW",102
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",33
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",19
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","hbo master","MAN",-1
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","hbo master","VROUW",18
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","MAN",6
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VROUW",23
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",6
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",115
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",-1
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",37
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",-1
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",18
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","TAAL_EN_CULTUUR","n.v.t. (taal en cultuur)","hbo associate degree","MAN",13
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","TAAL_EN_CULTUUR","n.v.t. (taal en cultuur)","hbo associate degree","VROUW",39
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","hbo associate degree","MAN",70
"2023","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","hbo associate degree","VROUW",16
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",19
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",99
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","MAN",18
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VROUW",54
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","MAN",-1
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo master","VROUW",11
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","SECTOROVERSTIJGEND","sectoroverstijgend","hbo master","MAN",-1
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","SECTOROVERSTIJGEND","sectoroverstijgend","hbo master","VROUW",9
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo associate degree","MAN",7
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo associate degree","VROUW",21
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","MAN",186
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VROUW",275
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","MAN",35
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VROUW",43
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",60
"2023","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",33
"2023","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","leraar basisonderwijs","hbo associate degree","MAN",-1
"2023","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","leraar basisonderwijs","hbo associate degree","VROUW",37
"2023","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",46
"2023","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",264
"2023","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","n.v.t. (onderwijs)","hbo master","MAN",8
"2023","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","n.v.t. (onderwijs)","hbo master","VROUW",19
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","MAN",619
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo bachelor","VROUW",866
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo master","MAN",46
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","hbo master","VROUW",46
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","MAN",54
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VROUW",174
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","MAN",9
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","VROUW",34
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","MAN",253
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VROUW",897
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","MAN",28
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","VROUW",170
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","hbo bachelor","MAN",22
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VROUW",132
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","MAN",10
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","VROUW",139
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","VROUW",9
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","MAN",110
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VROUW",272
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","hbo master","MAN",57
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","hbo master","VROUW",81
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","SECTOROVERSTIJGEND","sectoroverstijgend","hbo master","MAN",65
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","SECTOROVERSTIJGEND","sectoroverstijgend","hbo master","VROUW",63
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","hbo bachelor","MAN",717
"2023","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VROUW",268
