"DIPLOMAJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","OPLEIDINGSCODE_ACTUEEL","OPLEIDINGSNAAM_ACTUEEL","SOORT_DIPLOMA","AANTAL_GEDIPLOMEERDEN"
"2022","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","34279","B Civiele Techniek","hbo bachelor",42
"2022","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","34280","B Werktuigbouwkunde","hbo bachelor",65
"2022","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","34389","B Industrieel Product Ontwerpen","hbo bachelor",37
"2022","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","34396","B Chemie","hbo bachelor",16
"2022","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","34397","B Biologie en Medisch Laboratoriumonderzoek","hbo bachelor",35
"2022","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","34421","B Technische Bedrijfskunde","hbo bachelor",106
"2022","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","34475","B Technische Informatica","hbo bachelor",22
"2022","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","49097","M Applied Nanotechnology","hbo master",13
"2022","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","49128","M Innovative Textile Development","hbo master",14
"2022","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","49155","M Robotics Systems Engineering","hbo master",8
"2022","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","80034","Ad Bouwkunde","hbo associate degree",-1
"2022","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","80091","Ad Engineering","hbo associate degree",-1
"2022","Overijssel","0153","Enschede","reguliere inst.","23AH","Saxion Hogeschool","TECHNIEK","n.v.t. (techniek)","80130","Ad Software Development","hbo associate degree",-1
"2022","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39112","B Docent Muziek","hbo bachelor",11
"2022","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34739","B Muziek","hbo bachelor",32
"2022","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39110","B Autonome Beeldende Kunst","hbo bachelor",25
"2022","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39111","B Vormgeving","hbo bachelor",30
"2022","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39206","B Muziektherapie","hbo bachelor",16
"2022","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","44739","M Muziek","hbo master",-1
"2022","Overijssel","0153","Enschede","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49286","M Master of Music Therapy","hbo master",-1
"2022","Overijssel","0193","Zwolle","reguliere inst.","00IC","Hogeschool KPZ","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80142","Ad Pedagogisch Educatief Professional","hbo associate degree",54
"2022","Overijssel","0193","Zwolle","reguliere inst.","00IC","Hogeschool KPZ","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs","hbo bachelor",124
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","30029","B International Business","hbo bachelor",35
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","34035","B Bedrijfskunde","hbo bachelor",153
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie","hbo bachelor",157
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","34405","B Communicatie","hbo bachelor",81
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","34406","B Accountancy","hbo bachelor",54
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","34609","B Human Resource Management","hbo bachelor",109
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","34686","B Journalistiek","hbo bachelor",44
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","35517","B Finance, Tax and Advice","hbo bachelor",25
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","35520","B Finance & Control","hbo bachelor",77
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","35522","B Logistics Management","hbo bachelor",67
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","35523","B Ondernemerschap & Retail Management","hbo bachelor",61
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","39205","B HBO - Rechten","hbo bachelor",107
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","80113","Ad Management","hbo associate degree",81
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","80162","Ad E-commerce","hbo associate degree",67
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","30012","B Pedagogisch Management Kind en Educatie","hbo bachelor",41
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34040","B Sportkunde","hbo bachelor",49
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34116","B Social Work","hbo bachelor",285
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","35146","B Theologie","hbo bachelor",10
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","49285","M Lichamelijke Opvoeding en Sportpedagogiek","hbo master",13
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80090","Ad Sociaal Financiele Dienstverlening","hbo associate degree",9
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80140","Ad Sociaal Werk","hbo associate degree",156
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80173","Ad Sport","hbo associate degree",11
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","30109","B Toegepaste Gerontologie","hbo bachelor",22
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige","hbo bachelor",241
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34578","B Opleiding voor Logopedie","hbo bachelor",34
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34585","B Psychomotorische Therapie en Bewegingsagogie","hbo bachelor",112
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","40065","M Psychomotorische Therapie","hbo master",12
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs","hbo bachelor",82
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","44103","M Educational Needs","hbo master",73
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35025","B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding","hbo bachelor",105
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35193","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits","hbo bachelor",15
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35195","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels","hbo bachelor",39
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35196","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans","hbo bachelor",9
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35197","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis","hbo bachelor",22
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35198","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands","hbo bachelor",27
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35199","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde","hbo bachelor",8
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35201","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde","hbo bachelor",22
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35202","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie","hbo bachelor",17
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35203","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie","hbo bachelor",-1
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35210","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in het Technisch Beroepsonderwijs","hbo bachelor",26
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35221","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde","hbo bachelor",29
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35261","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde","hbo bachelor",5
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35301","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie","hbo bachelor",17
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35388","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn","hbo bachelor",23
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","35441","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst","hbo bachelor",-1
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","39301","B Docent en kennismanager Dienstverlening en Producten","hbo bachelor",11
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","44136","M Learning & Innovation","hbo master",27
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","80098","Ad Onderwijsondersteuner Technisch Beroepsonderwijs","hbo associate degree",-1
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","n.v.t. (onderwijs)","80167","Ad Educatief Professional Beroepsonderwijs","hbo associate degree",8
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","45274","M Leraar Godsdienst","hbo master",-1
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","SECTOROVERSTIJGEND","sectoroverstijgend","30017","B Global Project and Change Management","hbo bachelor",44
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","30020","B HBO-ICT","hbo bachelor",229
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","30038","B Ruimtelijke Ontwikkeling","hbo bachelor",26
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","34263","B Bouwkunde","hbo bachelor",116
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","34267","B Elektrotechniek","hbo bachelor",35
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","34279","B Civiele Techniek","hbo bachelor",43
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","34280","B Werktuigbouwkunde","hbo bachelor",85
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","34389","B Industrieel Product Ontwerpen","hbo bachelor",38
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","34390","B Logistics Engineering","hbo bachelor",25
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","34421","B Technische Bedrijfskunde","hbo bachelor",61
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","80020","Ad Technische Bedrijfskunde","hbo associate degree",23
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","80148","Ad Logistiek","hbo associate degree",13
"2022","Overijssel","0193","Zwolle","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","80157","Ad Industriele Automatisering en Robotica","hbo associate degree",16
"2022","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34116","B Social Work","hbo bachelor",86
"2022","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","35146","B Theologie","hbo bachelor",14
"2022","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","49146","M Master Systemisch werken met Jeugd","hbo master",13
"2022","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige","hbo bachelor",178
"2022","Overijssel","0193","Zwolle","reguliere inst.","22HH","Hogeschool Viaa","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs","hbo bachelor",123
"2022","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","34745","B Docent Theater","hbo bachelor",14
"2022","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39100","B Docent Beeldende Kunst en Vormgeving","hbo bachelor",45
"2022","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39112","B Docent Muziek","hbo bachelor",17
"2022","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","49117","M Kunsteducatie","hbo master",18
"2022","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34739","B Muziek","hbo bachelor",33
"2022","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39111","B Vormgeving","hbo bachelor",72
"2022","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","80021","Ad Interieurvormgever","hbo associate degree",11
"2022","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","44739","M Muziek","hbo master",7
"2022","Overijssel","0193","Zwolle","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49238","M Interieurarchitectuur","hbo master",10
"2022","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","34500","B Facility Management","hbo bachelor",28
"2022","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","35523","B Ondernemerschap & Retail Management","hbo bachelor",29
"2022","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","80031","Ad Eventmanager","hbo associate degree",71
"2022","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","80073","Ad Human Resource Management","hbo associate degree",19
"2022","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","80126","Ad Sales en Accountmanagement","hbo associate degree",65
"2022","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","44113","M Pedagogiek","hbo master",20
"2022","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","35158","B Pedagogiek","hbo bachelor",134
"2022","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80147","Ad Health & Social Work","hbo associate degree",-1
"2022","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34644","B Vaktherapie","hbo bachelor",39
"2022","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs","hbo bachelor",18
"2022","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","80091","Ad Engineering","hbo associate degree",9
"2022","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","80130","Ad Software Development","hbo associate degree",29
"2022","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","80133","Ad Logistiek Management","hbo associate degree",17
"2022","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","80164","Ad Bouwmanagement","hbo associate degree",12
"2022","Utrecht","0307","Amersfoort","reguliere inst.","25DW","Hogeschool Utrecht","TECHNIEK","n.v.t. (techniek)","80165","Ad Digitale Techniek & Media","hbo associate degree",26
"2022","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ECONOMIE","n.v.t. (economie)","34951","B Kunst en Economie","hbo bachelor",121
"2022","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","34745","B Docent Theater","hbo bachelor",12
"2022","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39100","B Docent Beeldende Kunst en Vormgeving","hbo bachelor",52
"2022","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39112","B Docent Muziek","hbo bachelor",15
"2022","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","49117","M Kunsteducatie","hbo master",14
"2022","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","SECTOROVERSTIJGEND","sectoroverstijgend","49124","M Crossover Creativity","hbo master",20
"2022","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34739","B Muziek","hbo bachelor",90
"2022","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34860","B Theater","hbo bachelor",34
"2022","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39110","B Autonome Beeldende Kunst","hbo bachelor",36
"2022","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39111","B Vormgeving","hbo bachelor",236
"2022","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","80144","Ad Design","hbo associate degree",19
"2022","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","44739","M Muziek","hbo master",52
"2022","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49114","M Master of Arts in Fine Art and Design","hbo master",18
"2022","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49238","M Interieurarchitectuur","hbo master",15
"2022","Utrecht","0344","Utrecht","reguliere inst.","00MF","Hogeschool voor de Kunsten Utrecht","TECHNIEK","n.v.t. (techniek)","30036","B Creative Media and Game Technologies","hbo bachelor",84
"2022","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs","hbo bachelor",294
"2022","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","leraar basisonderwijs","80142","Ad Pedagogisch Educatief Professional","hbo associate degree",21
"2022","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","n.v.t. (onderwijs)","44135","M Leren en Innoveren","hbo master",28
"2022","Utrecht","0344","Utrecht","reguliere inst.","10IZ","Marnix Academie","ONDERWIJS","n.v.t. (onderwijs)","49288","M Passend Meesterschap","hbo master",17
"2022","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","30029","B International Business","hbo bachelor",144
"2022","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","34035","B Bedrijfskunde","hbo bachelor",148
"2022","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie","hbo bachelor",142
"2022","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","34405","B Communicatie","hbo bachelor",140
"2022","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","34406","B Accountancy","hbo bachelor",38
"2022","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","34609","B Human Resource Management","hbo bachelor",109
"2022","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","34641","B Sociaal-Juridische Dienstverlening","hbo bachelor",91
"2022","Utrecht","0344","Utrecht","reguliere inst.","25DW","Hogeschool Utrecht","ECONOMIE","n.v.t. (economie)","34686","B Journalistiek","hbo bachelor",113
