"DIPLOMAJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","SOORT_DIPLOMA","OPLEIDINGSVORM","AANTAL_GEDIPLOMEERDEN"
"2023","Drenthe","0114","Emmen","reguliere inst.","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",71
"2023","Drenthe","0119","Meppel","reguliere inst.","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","hbo master","DT",12
"2023","Drenthe","0119","Meppel","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",84
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo associate degree","VT",79
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",219
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",18
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VT",8
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",14
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",72
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DT",31
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VT",33
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","hbo associate degree","DT",54
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",28
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",31
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","DT",5
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","hbo associate degree","DU",28
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","hbo associate degree","VT",19
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","hbo bachelor","DU",8
"2023","Flevoland","0034","Almere","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",123
"2023","Flevoland","0034","Almere","reguliere inst.","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo associate degree","VT",15
"2023","Flevoland","0034","Almere","reguliere inst.","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo bachelor","VT",111
"2023","Flevoland","0034","Almere","reguliere inst.","30TX","Aeres Hogeschool","SECTOROVERSTIJGEND","sectoroverstijgend","hbo master","VT",14
"2023","Flevoland","0303","Dronten","reguliere inst.","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo associate degree","DT",12
"2023","Flevoland","0303","Dronten","reguliere inst.","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo associate degree","VT",59
"2023","Flevoland","0303","Dronten","reguliere inst.","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo bachelor","DT",11
"2023","Flevoland","0303","Dronten","reguliere inst.","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo bachelor","VT",342
"2023","Flevoland","0303","Dronten","reguliere inst.","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo master","DU",-1
"2023","Flevoland","0303","Dronten","reguliere inst.","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo master","VT",5
"2023","Friesland","0080","Leeuwarden","reguliere inst.","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","DT",-1
"2023","Friesland","0080","Leeuwarden","reguliere inst.","25BE","Hanzehogeschool Groningen","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VT",16
"2023","Friesland","0080","Leeuwarden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",-1
"2023","Friesland","0080","Leeuwarden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo associate degree","DT",19
"2023","Friesland","0080","Leeuwarden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo associate degree","VT",35
"2023","Friesland","0080","Leeuwarden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo bachelor","DT",5
"2023","Friesland","0080","Leeuwarden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo bachelor","VT",330
"2023","Friesland","0080","Leeuwarden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo master","DT",-1
"2023","Friesland","0080","Leeuwarden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo master","VT",7
"2023","Friesland","0080","Leeuwarden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",30
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","DT",22
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","DU",62
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","hbo associate degree","VT",204
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","DT",27
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","DU",53
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",1498
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","hbo master","DT",-1
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","hbo master","VT",130
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",-1
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","VT",14
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",17
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",246
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DT",58
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VT",182
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","DT",7
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","VT",-1
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",33
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",89
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VT",26
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","DT",39
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","DT",144
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VT",139
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo master","DT",27
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","SECTOROVERSTIJGEND","sectoroverstijgend","hbo master","DT",19
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","SECTOROVERSTIJGEND","sectoroverstijgend","hbo master","VT",10
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo associate degree","DT",-1
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo associate degree","DU",16
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo associate degree","VT",6
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","DT",11
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",387
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo master","DT",8
"2023","Friesland","0080","Leeuwarden","reguliere inst.","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo master","VT",9
"2023","Friesland","0093","Terschelling","reguliere inst.","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",52
"2023","Friesland","0093","Terschelling","reguliere inst.","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","hbo master","DT",6
"2023","Gelderland","0200","Apeldoorn","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","DT",6
"2023","Gelderland","0200","Apeldoorn","reguliere inst.","23AH","Saxion Hogeschool","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",161
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","hbo associate degree","DT",69
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","hbo associate degree","DU",52
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","hbo bachelor","DT",60
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","hbo bachelor","DU",36
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",430
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","hbo master","DT",16
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","hbo master","VT",41
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","DT",12
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","VT",-1
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",56
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","DT",24
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","hbo associate degree","DT",81
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","hbo bachelor","DT",116
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",680
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","hbo master","DT",19
"2023","Gelderland","0202","Arnhem","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","hbo master","VT",59
"2023","Gelderland","0202","Arnhem","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","DT",27
"2023","Gelderland","0202","Arnhem","reguliere inst.","27NF","ArtEZ","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","hbo bachelor","VT",71
"2023","Gelderland","0202","Arnhem","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","hbo bachelor","VT",164
"2023","Gelderland","0202","Arnhem","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","hbo master","DT",8
"2023","Gelderland","0202","Arnhem","reguliere inst.","27NF","ArtEZ","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","hbo master","VT",66
"2023","Gelderland","0222","Doetinchem","reguliere inst.","09OT","Iselinge Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",30
"2023","Gelderland","0222","Doetinchem","reguliere inst.","09OT","Iselinge Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",16
"2023","Gelderland","0222","Doetinchem","reguliere inst.","09OT","Iselinge Hogeschool","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",75
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","hbo associate degree","DT",6
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","hbo bachelor","DT",17
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",209
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",6
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DU",64
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",99
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",147
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","DT",35
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DT",13
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DU",64
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VT",114
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","DT",45
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","ONDERWIJS","leraar basisonderwijs","hbo associate degree","DT",20
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",30
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DU",25
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",43
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","DT",-1
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VT",5
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","hbo master","DT",-1
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","TECHNIEK","n.v.t. (techniek)","hbo associate degree","DT",7
"2023","Gelderland","0228","Ede","reguliere inst.","25BA","Christelijke Hogeschool Ede","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",19
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ECONOMIE","n.v.t. (economie)","hbo bachelor","VT",936
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","hbo master","DT",27
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DT",107
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo associate degree","DU",66
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DT",56
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","DU",18
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo bachelor","VT",735
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","hbo master","DT",5
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo associate degree","DT",41
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DT",188
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","DU",7
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo bachelor","VT",1004
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","DT",23
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","hbo master","DU",139
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","hbo associate degree","DT",36
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","hbo bachelor","DT",96
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","leraar basisonderwijs","hbo bachelor","VT",165
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","DT",10
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","DT",172
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VT",338
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","n.v.t. (onderwijs)","hbo master","DT",18
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","ONDERWIJS","opleidingen tot leraar vo van de 1ste graad in alg. vakken","hbo master","DU",27
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","hbo bachelor","DT",-1
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","hbo bachelor","VT",245
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","hbo master","DT",10
"2023","Gelderland","0268","Nijmegen","reguliere inst.","25KB","Hogeschool van Arnhem en Nijmegen","TECHNIEK","n.v.t. (techniek)","hbo master","VT",6
"2023","Gelderland","0268","Nijmegen","reguliere inst.","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","hbo master","DT",19
"2023","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo associate degree","DT",22
"2023","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo associate degree","VT",50
"2023","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo bachelor","DT",44
"2023","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo bachelor","VT",267
"2023","Gelderland","0275","Rheden","reguliere inst.","30HD","Hogeschool Van Hall Larenstein","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo master","VT",8
"2023","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo associate degree","VT",6
"2023","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","hbo master","DT",34
"2023","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo associate degree","DT",9
"2023","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","DT",61
"2023","Gelderland","0289","Wageningen","reguliere inst.","30TX","Aeres Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","hbo bachelor","VT",60
